Id,SubjectBody,Compound_,Neg,Pos,Mean_,Sum_
1692,time difference clips prepared midnight eastern time early versions seeing online right look better morning hours ago took bit statement conf pushback travelers catch including times different tone note cuba stories small buried oas,0.5859,0.0,0.13,1.0,2.0
1695,long time politico close rajiv ghandi iii send bio oscar print election calls sca recommending calls congress party head sonia ghandi outgoing fm mukherjee incoming fm krishna sheet prime minister singh case want let know want calls tomorrow krishna named indian minister external affairs,0.6705,0.0,0.158,0.0,0.0
1701,cherie blair sunday hr mycingular blackberry net confidential dear hilary suggest day come want let know,0.4404,0.0,0.218,0.0,0.0
1716,abedin huma abedinh state gov monday calls sheet calls jpn kor chn rus sbu japen comfirmed koreans confirmed ops berry china offering tonite works,0.0,0.0,0.0,1.0,1.0
1717,john crosby tall blonde advance guy plane times program commencement acknowledgement card lunch straight backstage hold want robe unless car,0.29600000000000004,0.0,0.151,0.0,0.0
1721,pis ops connect south korean fm yu,0.0,0.0,0.0,0.0,0.0
1726,fyi cq today online news appropriations june war supplemental conference slips week josh rogin cq staff house leadership decided hold conference vote war supplemental spending week leaders worked scenes secure democratic votes pass measure absent gop support multiple lawmakers aides confirmed expected thursday session finalize negotiations hr mainly fund wars iraq afghanistan occur early week democratic leaders trying convince democrats voted house version change votes said republicans promising vote conference report en mass includes billion worth funding related international monetary fund house speaker nancy pelosi calif said thursday believe people republican party support imf funding want support pelosi said thursday democratic votes pushed key pillars house republican leadership argument imf funding meant accommodate increased credit extension organization responding statements minority leader john boehner ohio imf money unrelated war spending measure pelosi said imf help national security initiative helps alleviate sources instability poverty pelosi accused house minority whip eric cantor va fear mongering putting statement warning imf assistance fund terrorism know say money going hands terrorists said simply based fact scare tactic unfortunate house democratic aides said conference supplemental probably early week going come supplemental conference report days said senate majority leader harry reid nev whipping votes house leaders planned hold conference session thursday said house floor vote early friday effort convince members switch votes underway thursday afternoon high ranking democrats pledged switch votes including reps barney frank mass george miller calif said conscience vote said rep alan grayson fla said inclined change stance cracked said rep jim mcgovern mass anti war democrats pledged war funding provide withdrawal troops southwest asia democrats said leadership lobbying relatively intensely details emerge details near finalized supplemental conference report negotiations came thursday senate appropriations committee chairman daniel inouye hawaii said final likelihood include money transport planes cargo planes requested administration senate house sought overall defense portion expected billion house version billions senate version administration request house appropriations defense subcommittee chairman john murtha pa said fate prisoners guantanamo bay cuba conference report likely include language barring administration transferring prisoners soil remainder fiscal year said house appropriator james moran va money president effort close prisons conference report moran added president requested million house senate versions included funds john donnelly katherine hunter contributed story source cq today online news round clock coverage news capitol hill congressional quarterly rights reserved supplemental news,-0.9837,0.142,0.092,-0.06666666666666667,-1.0
1731,going confirm chinese fm yang unless problem chinese,-0.4019,0.278,0.0,-1.0,-1.0
1733,arrive state department bilateral portuguese foreign minister luis amado secretary conference room official photo east hall preceding protocol exchange instruments ratification ceremony portuguese luis amado treaty room office time secretary office bilateral turiush ahmet davutoglu secretary conference room official photo east hall preceding press avail iv turkish davutoglu treaty room bilateral korean yu myung hwan deputy secretary conference room camera spray treaty room following meeting todd stern secretary office meeting arturo valenzuela nominee asst sec state western hemisphere affairs secretary office depart state department en route private residence arrive private residence personal time private residence depart private residence en route rodham home th birthday bbq mrs rodham location home tony megan rodham time depart rodham home en route private residence arrive private residence mini schedule friday,0.0,0.0,0.0,-1.0,-1.0
1734,situation understand film festival returned funds received israeli embassy protests uk film figures ken loach palestinian solidarity groups israeli director funded directly festival organizers issued sort apology today able locate state dept response similar episodes past israeli academics disinvited british conference edinburgh film festival israeli boycott,0.8316,0.075,0.231,-0.3333333333333333,-1.0
1735,fyi betsy tom coming state today tour diplomatic reception rooms betsy boss tow marcee craighill going private tour afterward th floor lauren jiloty special assistant secretary hillary rodham clinton betsy tom,0.5423,0.0,0.134,1.0,1.0
1736,mortgage rates drop record lows mo fixed lendingtree miliband stays reshuffle sid,-0.4404,0.281,0.0,0.0,0.0
1737,calling fm yang australian fm smith asking talk tonite north korea want china wait till tomorow calls,0.0772,0.0,0.075,0.0,0.0
1738,ok min australian fm smithre calls,0.29600000000000004,0.0,0.306,0.0,0.0
1741,yes lee afternoon th musa dc options week th th schedule,0.4019,0.0,0.213,0.0,0.0
1742,alan johnson named home secretary considered possible alternative gordon bland competent blairite consensus choice johnson taking home secretary effect puts end coup attempt alistair darling kept chancellor ed balls gordon close adviser considered bridge far given gordon weakness purnell resignation gordon named balls wife yvette cooper purnell job work pensions ministry later sid mortgage rates drop record lows mo fixed lendingtree couple things reshuffle,-0.2023,0.122,0.084,-0.2,-1.0
1743,end peter foreign secretary gordon created new job title secretary state effect deputy prime minister probably peer role elected member commons gordon held defiant late afternoon press conference waver walk away job fallout think sid mortgage rates drop record lows mo fixed lendingtree mandelson,-0.4215,0.121,0.042,-1.0,-2.0
1745,sorry flood email resist sending ben smith year later hillary wins year ago today final set primaries official foregone conclusion barack obama primary hillary clinton lost far going today dwell anniversary worth noting particular piece news light central health care policy debate democratic primary fair conducted fairly narrow frame obama appears conceded today senate plan likely closely resemble clinton dense careful letter ted kennedy max baucus obama offered principles health care plan conceded central point open individual mandate campaigned talked senators parties buzzword shared responsibility obama backs hardship waiver people unable afford mandate consistent core objection mandate cast principled difference approach problem merely people afford insurance conceded relevant paragraph understand committees moving principle shared responsibility making american responsible health insurance coverage asking employers share cost share goal ending lapses gaps coverage make healthy drive costs open ideas shared responsibility believe going make people responsible owning health insurance make health care affordable end people responsible insurance need provide hardship waiver exempt americans afford addition believe employers responsibility support health insurance employees small businesses face number special challenges affording health benefits exempted ben smith pmlast email subject,0.9894,0.054000000000000006,0.253,0.04,1.0
1767,presidential daily briefing secretary office daily small staff meeting secretary office daily senior staff meeting secretary conference room office time secretary office depart state department en route white house arrive white house weekly meeting general jones white house situation room depart white house en route state department arrive state department office time secretary office working lunch egyptian foreign minister armed ali aboul gheit james monroe room floor camera spray pre brief weekly meeting presment obama secretary office phone president sheikh sharif sheikh armed transitional federal government somalia secy office meeting roxana saberi american journalist secretary office camera spray outer office preceding pre brief weekly meeting president obama secretary office office time secretary office meeting ivo daalder ambassador nato secretary office meeting special envoy george mitchell secretary office office time secretary office working dinner palestinian authority president maiimoud abbas james monroe room floor official photo outer office preceding depart state department en route private residence arrive private residence mini schedule,0.4588,0.0,0.025,0.0,0.0
1768,rooney june rooney concept note world food prize ceremony thursday june speech opportunity signal urgency problem global hunger connect array global issues including economic development health education expanding opportunity women political stability declare administration commitment tackling hunger roots effective efficient collaboration array partners additionally remarks point shift past approaches emphasizing need support local solutions focus long term sustainability help people feed reduce need emergency assistance road speech framed follows prize prize winner begin announcing winner world food prize dr gebisa ejeta remarkable story born mud hut ethiopia got phd purdue university plant breeding genetics developed strains sorghum drought tolerant high yield resistant striga weed devastates crops africa outside lab helped start sudanese commercial seed industry developed systems produce certify market hybrid seeds educated farmers use fertilizers soil water conservation trained inspired generation african agricultural scientists comprehensive approach lab farm market table dr ejeta work reflects breadth issue comprehensive approach needed address connects labs new seed technologies developed fields small scale farmers labor feed families make living markets food bought sold homes people nourishment need thrive places food chain broken billion people worldwide woke hungry morning sleep hungry tonight chronic hunger threatens health making harder people work students learn turn stunts economic development year food riots demonstrated food scarce political stability threatened date world primary response hunger send emergency food aid saves lives short term fix need long term solution obama administration committed leading developing new global approach support creation sustainable agricultural systems appropriate regions world increase agricultural productivity create jobs strengthen economies protect natural resources imposing size fits solutions assisting countries carrying individual strategies meet needs example comprehensive africa agriculture development plan facilitate coordination share best practices seek convene donor governments multilateral institutions ng private companies foundations universities individuals anchors approach identified seven anchors secure sustainable agriculture systems guide approach increase agricultural productivity expanding access quality seeds fertilizer irrigation credit purchase training use stimulate post harvest sector improving storage processing food improving transportation connect small farmers markets maintain natural resources land farmed future make right adaptations changing environment expand knowledge training support developing generation agriculture scientists increase trade small scale farmers developing countries sell crops far wide support policy reform good governance sustainable agriculture flourishes clear predictable policy regulatory environment support women families agriculture seventy percent world farmers women programs offer credit training farmers target men change agriculture thrive children nutrition contribute communities future preview come coming weeks president obama secretary vilsack reaching share approach global coordination agriculture greater seek input wisdom guidance working long arena congress ngos academics foundations private sector president conversations meeting italy weeks address approach trip africa august addressing hunger food essential achieving economic recovery stabilizing societies expanding opportunity hundreds millions people worldwide supporting sustainable agriculture worldwide central element foreign policy obama administration conclusion circle story dr ejeta close represents need multinational approach born ethiopia educated united states advised indian scientists advisor african nations june rooney concept note world food prize ceremony thursday june speech opportunity signal urgency problem global hunger connect array global issues including economic development health education expanding opportunity women political stability declare administration commitment tackling hunger roots effective efficient collaboration array partners additionally remarks point shift past approaches emphasizing need support local solutions focus long term sustainability help people feed reduce need emergency assistance road speech framed follows prize prize winner begin announcing winner world food prize dr gebisa ejeta remarkable story born mud hut ethiopia got phd purdue university plant breeding genetics developed strains sorghum drought tolerant high yield resistant striga weed devastates crops africa outside lab helped start sudanese commercial seed industry developed systems produce certify market hybrid seeds educated farmers use fertilizers soil water conservation trained inspired generation african agricultural scientists comprehensive approach lab farm market table dr ejeta work reflects breadth issue comprehensive approach needed address connects labs new seed technologies developed fields small scale farmers labor feed families make living markets food bought sold homes people nourishment need thrive places food chain broken billion people worldwide woke hungry morning sleep hungry tonight chronic hunger threatens health making harder people work students learn turn stunts economic development year food riots demonstrated food scarce political stability threatened date world primary response hunger send emergency food aid saves lives short term fix need long term solution obama administration committed leading developing new global approach support creation sustainable agricultural systems appropriate regions world increase agricultural productivity create jobs strengthen economies protect natural resources imposing size fits solutions assisting countries carrying individual strategies meet needs example comprehensive africa agriculture development plan facilitate coordination share best practices seek convene donor governments multilateral institutions ng private companies foundations universities individuals anchors approach identified seven anchors secure sustainable agriculture systems guide approach increase agricultural productivity expanding access quality seeds fertilizer irrigation credit purchase training use stimulate post harvest sector improving storage processing food improving transportation connect small farmers markets maintain natural resources land farmed future make right adaptations changing environment expand knowledge training support developing generation agriculture scientists increase trade small scale farmers developing countries sell crops far wide support policy reform good governance sustainable agriculture flourishes clear predictable policy regulatory environment support women families agriculture seventy percent world farmers women programs offer credit training farmers target men change agriculture thrive children nutrition contribute communities future preview come coming weeks president obama secretary vilsack reaching share approach global coordination agriculture greater seek input wisdom guidance working long arena congress ngos academics foundations private sector president conversations meeting italy weeks address approach trip africa august addressing hunger food essential achieving economic recovery stabilizing societies expanding opportunity hundreds millions people worldwide supporting sustainable agriculture worldwide central element foreign policy obama administration conclusion circle story dr ejeta close represents need multinational approach born ethiopia educated united states advised indian scientists advisor african nations june rooney concept note world food prize ceremony thursday june speech opportunity signal urgency problem global hunger connect array global issues including economic development health education expanding opportunity women political stability declare administration commitment tackling hunger roots effective efficient collaboration array partners additionally remarks point shift past approaches emphasizing need support local solutions focus long term sustainability help people feed reduce need emergency assistance road speech framed follows prize prize winner begin announcing winner world food prize dr gebisa ejeta remarkable story born mud hut ethiopia got phd purdue university plant breeding genetics developed strains sorghum drought tolerant high yield resistant striga weed devastates crops africa outside lab helped start sudanese commercial seed industry developed systems produce certify market hybrid seeds educated farmers use fertilizers soil water conservation trained inspired generation african agricultural scientists comprehensive approach lab farm market table dr ej eta work reflects breadth issue comprehensive approach needed address connects labs new seed technologies developed fields small scale farmers labor feed families make living markets food bought sold homes people nourishment need thrive places food chain broken billion people worldwide woke hungry morning sleep hungry tonight chronic hunger threatens health making harder people work students learn turn stunts economic development year food riots demonstrated food scarce political stability threatened date world primary response hunger send emergency food aid saves lives short term fix need long term solution obama administration committed leading developing new global approach support creation sustainable agricultural systems appropriate regions world increase agricultural productivity create jobs strengthen economies protect natural resources imposing size fits solutions assisting countries carrying individual strategies meet needs example comprehensive africa agriculture development plan facilitate coordination share best practices seek convene donor governments multilateral institutions ng private companies foundations universities individuals anchors approach identified seven anchors secure sustainable agriculture systems guide approach increase agricultural productivity expanding access quality seeds fertilizer irrigation credit purchase training use stimulate post harvest sector improving storage processing food improving transportation connect small farmers markets maintain natural resources land farmed future make right adaptations changing environment expand knowledge training support developing generation agriculture scientists increase trade small scale farmers developing countries sell crops far wide support policy reform good governance sustainable agriculture flourishes clear predictable policy regulatory environment support women families agriculture seventy percent world farmers women programs offer credit training farmers target men change agriculture thrive children nutrition contribute communities future preview come coming weeks president obama secretary vilsack reaching share approach global coordination agriculture greater seek input wisdom guidance working long arena congress ngos academics foundations private sector president conversations meeting italy weeks address approach trip africa august addressing hunger food essential achieving economic recovery stabilizing societies expanding opportunity hundreds millions people worldwide supporting sustainable agriculture worldwide central element foreign policy obama administration conclusion circle story dr ejeta close represents need multinational approach born ethiopia educated united states advised indian scientists advisor african nations concept paper world food prize remarks attached drafted megan,0.9998,0.063,0.242,0.6149732620320856,115.0
1774,mills cheryl millscd state gov saturday june info doc fyi given leaning resume text case want bb cdm,0.2732,0.0,0.162,0.0,0.0
1778,hilary know years working qatari particular ssues qatar built good relationship approached privately saying keen relationship usa positive footing hoping women women private meeting happy come washington make time available prepared real influence qatar lot difference involved sure conversation confined issues qatar relationship generally cherie blair message scanned mailcontroller inconfidential,0.9565,0.0,0.314,0.42857142857142855,3.0
1780,italy greece,0.0,0.0,0.0,0.0,0.0
1782,mills cheryl millscd state gov wednesday daniel yohannes ethiopia,0.0,0.0,0.0,0.0,0.0
1786,try work travel skedre daniel yohannes ethiopia,0.0,0.0,0.0,1.0,1.0
1789,jeff reports exit polls lebanon encouraging looks march winning,0.7783,0.0,0.493,1.0,2.0
1798,presidential daily briefing secretary office daily small staff meeting secretary office daily senior staff meeting secretary conference room phone ghanaian foreign minister mumuni secretary office weekly meeting regional bureau secretaries deputy secretary conference room private meeting secretary office phone saudi prince saud al faisal secretary office bilateral latvian president valdis zatlers secretary conference room camera spray treaty room preceding brief meeting photo op ambassadorial seminar participants james monroe room th floor private mtg doug hattaway secretary office office time secretary office private mtg phil levine secretary office private mtg roy spence secretary office bilateral ivialaysian foreign minister datuk anifah bin haji aman secy conf rm official photo east hall preceding press availability malaysian foreign minister datuk anifah bin ham aman treaty room meeting elizabeth bagley kris balderston secretary office office time secretary office depart state department en route private residence arrive private residence doc date mini schedule,0.0,0.0,0.0,0.0,0.0
1815,mills cheryl millscd state gov monday june page trip report china korea rome china korea rome trip report docx ams trip summary wi,0.0,0.0,0.0,0.0,0.0
1822,want update calls requested ones confirmed philippine foreign secretary romulo confirmed translator needed thai fm kasit confirmed right translator needed waiting indonesia left sheet bios desk left ops house calls tomorrow,0.0772,0.0,0.042,1.0,1.0
1823,speak english ops connect order philippine foreign secretary romulo indonesian fm wirajuda thai fm kasit calls confirmed,0.0,0.0,0.0,0.0,0.0
1829,sent sheet indonesia marina,0.0,0.0,0.0,0.0,0.0
1838,mills cheryl millscd state gov saturday nytimes utah governor ambassador china fvi,0.0,0.0,0.0,0.0,0.0
1844,arrive vice president residence weekly breakfast vice president blden vice president residence depart vice president residence en route state department arrive state department presidential daily briefing secretary office daily senior staff meeting secretary conference room daily small staff meeting secretary office time secretary office members mcgovern donald payne sam farr niki tsongas doris matsui office time secretary office meeting eric goosby nominee global aids coordinator secretary office bilateral mongolian foreign minister suichbaatar batbold secretary conference room camera spray welcome remarks treaty room preceding depart state department en route white house arrive white house lunch larry summers director national economic council white house mess depart white house en route state department arrive state department office time secretary office private meeting miice froman nsc secretary office office time secretary office pc pre brief meeting secretary office depart state department en route white house arrive white house weekly pc meeting white house situation room depart white house en route state department arrive state department office time secretary office children uniting nations reception ben franklin room approx ppl expected depart state department en route hunan hill arrive hunan hill dinner senator charles schumer hunan hill pennsylvania avenue se depart hunan hill en route private residence arrive private residence fyi pc meeting white house situation room mini schedule,0.3182,0.012,0.022000000000000002,-0.6666666666666666,-4.0
1846,arrived montreal age level experience mind assistant happy work che jake dogs enjoyed encounter yesterday great tv questions,0.9022,0.0,0.425,1.0,4.0
1849,palau guantanamo uighurs,0.0,0.0,0.0,0.0,0.0
1850,women elected members parliament time remember eloquent voice women finally right vote stand office failed win seats previous election cycles know women including rola dashti women got vital voices award long time struggle told lissa want mention barnard speech recession proof vacation ideas free things women finally win kuwait,0.8591,0.127,0.27,0.3333333333333333,3.0
1854,calls today canadian fm wanting discuss sri lanka qatar fm burma want try drives today office calls,0.0772,0.0,0.075,0.0,0.0
1856,depart private residence en route building arrive building following footsteps breakfast honoring eleanor roosevelt delegates dining room building depart united nations building en route otr otr location tbd arrive barnard college pull asides paola ramos kate pynoos location tbd keynote address barnard college commencement south lawn columbia campus depart barnard college en route laguardia airport arrive laguardia airport lga depart laguardia airport lga airways shuttle arrive reagan national airport depart reagan national airport en route state department arrive state department meeting cheryl state department pre brief meeting secretary office working dinner israeli prime minister binyamin netanyahu james monroe room th floor official photo depart state department en route private residence arrive private residence mini schedule,0.7269,0.0,0.051,1.0,1.0
1862,gordon brown called today convey best taking phone shaun office work right shaun briefed gordon meeting martin mcguiness wednesday want help adams said gordon let know wednesday involvement essential request fine shaun sid refinance lower payments online ditech visit wwvv ditech com today gordon brown called sid,0.7783,0.040999999999999995,0.185,1.0,4.0
1866,strobe talbott sunday june questions thanks hillary attaching cv sent jake loved attend india lunch got long standing working lunch managing global insecurity project brookings carlos pascual set leading tom pickering tim wirth chet crocker esther brimmer various pull office passed word pleased going india trip region chelsea established momentum remember talk slide state returned send tomorrow book engaging india thatyou engaging hard work ahead non pro know hope long taking italy turkey weeks saturday warmest regards strobe,0.9423,0.045,0.215,0.5,4.0
1870,random stuff wait till morning talked really wanting ambassadorship mark weiner wants party capricia told love confirmation nice th floor vuants come privately week wants talk iran sees biden fundraiser dc week dropped bfg book house,0.8658,0.0,0.22699999999999998,1.0,2.0
1874,fvifw clearance requested presidential delegation mongolia,0.0,0.0,0.0,0.0,0.0
1877,wanted sure saw kurtzer op ed ran sunday post kudos jonathan prince getting written placed settlements facts daniel kurtzer sunday june faulty analysis israeli settlement issue passed fact charles krauthanuner june column settlements myth example facts israeli government accepted reservations road map peace imposed requirements israel regarding settlements government israel immediately dismantles settlement outposts erected march consistent mitchell report goi freezes settlement activity including natural growth settlements today israel maintains events draft understandings discussed prime minister ariel sharon deputy national security adviser stephen hadley president george bush april letter sharon april letter sharon adviser dov weissglas national security adviser condoleezza rice constitute formal understanding united states accepted continuing israeli building construction line settlements problem understanding event israelis cite discussions draft included notion construction settlements permitted confined built areas settlements idea draw line outer perimeter built areas settlements allow building inside line draft codified effort define line built areas settlements nonetheless israel began act largely accordance reading provisions probably believing silence conferred assent second president bush letter conveyed support agreed outcome negotiations israel retain existing major israeli population centers west bank basis mutually agreed changes key provisions letter support israel retaining settlements predicated agreed outcome negotiations despite israel contention letter allowed continue building large settlement blocs ariel maale adumim gush etzion letter convey support understanding israeli settlement activities areas run peace agreement letter rice weissglas addressed issue construction line saying agreed principles settlement activities effort days better definition construction line settlements judea samaria agreed principles settlement activities effort define construction line consummated israel united states discussed briefly reach agreement definition construction line settlements weissglas letter promised continuous action remove unauthorized outposts israel removed period bush administration regularly protest israel continuing settlement activity different arguing united states agreed recent days senior bush administration officials told journalists background understandings existed israel regarding continued settlement activity commentators focus obama administration reiteration freeze include natural growth settlements krauthammer says means strangling death thriving towns close armistice line means increase population means babies nonsense suggests israelis stop babies blessing new baby translate right build apartments houses settlements issues israelis like americans time life circumstances children jobs housing availability change pattern population growth territories actually undercuts natural growth argument israel signed oslo accords israel west bank settler population grown numbers east jerusalem increased goes far natural increase families living settlements inserting provision natural growth official documents started mitchell report road map reflecting recognition concept abused justification expanding settlements obama administration pursuing policies administration articulated settlements jeopardize possibility achieving peace settlement activity stop diminish palestinians especially commitment stop violence terrorism uproot terrorist infrastructure president obama emphasized cairo speech palestinian failures way justify israeli failure implement road map commitments respect settlements outposts time israel freeze settlement activity dismantle unauthorized outposts writer ambassador israel visiting professor middle east policy studies princeton university woodrow wilson school public international affairs kurtzer,0.9944,0.09,0.204,-0.10526315789473684,-4.0
1880,saw piece yesterday stuck today identified ny magazine ny times magazine think online guy check good piece accompanied great photo president outside mosquere peter keting,0.7184,0.065,0.226,0.3333333333333333,1.0
1891,droppoing briefing book tomorrow latest draft india speech note dennis ross notes,0.0,0.0,0.0,0.0,0.0
1897,delivery failed recipients distribution lists mhcaleja state gov recipient mail address recipient mail microsoft exchange try redeliver message check mail address try resending message provide following diagnostic text administrator diagnostic information administrators generating server mswashdcib washdc state sbu mhcaleja state gov smtp original message headers received vance state gov mswashdcib washdc state sbu microsoft smtpsvc wed jun received mail clintonemail com ool bbeabb static optonline net vance state gov esmtp id hbbjhd mhcaleja state gov wed jun received clntinet clinton local ife bb clntinet rlinton local fe bb mapi wed jun undeliverable followup,-0.25,0.034,0.024,-1.0,-2.0
1902,fyi gary sick latest analysis iran posted blog sick independent sources informed june iranian revolution watched studied iranian revolution fascination developments iran today eerie reminiscence massive protests filled streets marching dignified ominous silence bloodshed nervous security men guns faced determined unarmed crowds sullen mourning parades catchy chants ritual calls shah night rooftops rang shouts allahu akbar need change shah dictator description happening iran today big difference thirty years ago iran charismatic cleric named ayatollah khomeini refined sense strategy willingness risk cause represented mohammed reza shah throne years commanded powerful military security regimes world surface appeared uneven battle guns turbans ruler guns wavered turbans grew size confidence old order collapsed today nominal leader opposition forces reformed radical mir hossein mousavi notably lacking personal charisma constitutional leader ayatollah ichamene widely perceived cautious political animal limited qualifications religious post compensates lack charisma manipulation political institutions loyal particularly politically minded clergy powerful security forces including revolutionary guards men fully control forces let situation fraudulent election defeat mousavi triggering event energy unprecedented demonstrations sense outrage betrayal gross manipulation numbers regime undying devotion mousavi yesterday mousavi ordered people stay home face conflicting pro regime demonstration marched daughter president rafsanjani joined urged mousavi ordered march following day probably going orders ichamene announced divine assessment election outcome probably physically possible count million ballots face mass protests ordered investigation results guardian council organization responsible managing election place believed case expected importance guardian council khamene ordered peace reconciliation paid attention deliberately mention president elect ahmadinejad celebrating victory went largely symbolic meeting moscow decision loop passive player major actor events calling shots mousavi running crowd leading probably required protest motion little evidence suggests important decisions ultra conservative leadership revolutionary guards political role ballooned past decade cooperation extremist counterparts clergy utterly ruthless ideologically fueled new york times columnist nick kristoff reminded days ago blog item june end day saw tiananmen years ago right battle prudent bet short run regime miscalculated badly believe sudden coup announcement dramatic election results followed force intimidate silence opposition consolidate control understandable decisions military leaders tend battle manichaean terms politicians ichamene accustomed seeing shades gray event ackfired larger crisis hands simply arranged ahmadinejad win slim margin believable parties uncharted territory significant portion iranian population concluded social contract rulers accepting islamic rule return respectful regard opinion governed islamic republic longer valid trust rulers rulers support declining years face inept management country increasingly replacing popular support repression election called tactic question military obvious answer repression appear moment bet fully command events decisions taken weeks fateful determine future path iranian revolution lesson iran leaders contemplate tiananmen moment tiananmen crackdown occurred exactly years ago leaders china time zhao ziyang general secretary communist party later fired placed house arrest smuggled memoirs appeared revealing depth disagreements lea dership proceed possible years volume describing intense debates presume underway today highest councils islamic republic iran dell days deals june new deal everyday fyi,-0.4703,0.156,0.151,-0.05405405405405406,-4.0
1903,thursday june day mourning protests called mousavi thursday mir hosain mousavi maintains friday presidential election despite official assertions lost mahmoud ahmadinejad calling rally thursday time honor persons killed hardliners security forces course previous demonstrations mourning martyr central iranian shiite religious culture strains medieval catholicism europe mousavi camp tapping powerful set images myths archetypal shiite martyr imam husayn grandson prophet muhammad championed oppressed muslims iraq cut umayyad muslim empire redognition muslim state commit ultimate sacrilege beheading person dangled prophet knee imbued modern political shiism distrust state husayn head brought umayyad caliph yazid deposited throne older companions prophet said wept remarked saw prophet lips cheeks shiites ritually march flagellate chant honor martyred imam divinely appointed leader today protesters wearing green symbolizes mousavi descent prophet muhammad mousavi family refers seventh imam descendant prophet claims divine knowledge musa kazim tomb kazimiya north baghdad sayyid families claiming descent prophet imams names family honor course claiming descent previous imams right prophet repertoires protest reformists using echo islamic revolution chanting god great mourning pious fallen martyrs sign movement alienated secularized elites mousavi supporters sporting black ribbons indicate mourning fallen typically dead commemorated month days demonstrations killed previous demonstrations grew size year till reached alleged million streets tehran reformists claiming monday rally million wonder things regime attempt paint protesters intelligence agents underlines wise president obama insert forcefully situation iran reformers hard liners stable groupings core competing allegiance general iranian public reformers convince iranians justice cause swing opposition hard liners convince public reformers cat paws grasping imperialist west ahmad chalabis trying bring iran foreign occupation power reformists crushed iranians value national independence suffered cia installed goverment decades mid twentieth century prescriptions john mccain faux cable news muscular diplomacy point tone deaf iranian realities backfire big time harming reform cause interests basket case republican party reduced iraq global south likely want meddling internal affairs reports streaming arrest opposition figures hard line militia men following protesters home breaking homes terrorize basij paramilitary forces terrorize residential complex basij militiamen said afraid come numbers opposition demonstrations sneak night trail protesters harass arrest supreme leader ali khamenei met tuesday morning representatives presidential candidates urging make continuing insist alunadinejad winner million million votes portrayed massive post election demonstrations charges ballot fraud minor tiff gary sick wonders khamenei really supreme leader hints hard line tack stealing election directed iranian revolutionary guard corps country religious national guard reports coming iran allege regime tracking destroying satellite dishes using helicopters aerial surveillance neighborhoods basij right wing militia sort like mussolini black shirts breaking entering kindly neighbors tried warn suspected satellite dish owners militiamen coming reportedly arrested dell days deals june new deal everyday juan cole seen sid,-0.9782,0.196,0.14300000000000002,-0.19298245614035087,-11.0
1913,hope surgery today sorry deal couple items tom donohue reports called inouye today listened asked commit want overconfident good week expo pepsi microsoft corning privately great mtg today ge corporations said look seriously think turned spoke ginsberg sosnik nba mantz engaged krisre shanghai,0.9201,0.055,0.298,0.3333333333333333,1.0
1920,ebeigetu flork antes fyi palau amb beck says friends law school thought recognized came pres toribiong hope pain mend soon jeff june myth million uighur stuart beck congratulations palau little country group islands miles east philippines briefly household word president obama admired palau asked new president johnson toribiong united states favor accept refugees group innocent chinese muslims anti american terrorists victims human rights violations landed guantanamo bay seven years innocent stateless harmless president toribiong lawyer trained university washington highly regarded litigator told president obama secretary state hillary clinton needed assure people uighurs harmless integrated palau small diverse friendly culture assuming diligence brought satisfactory results palau pleased refugees temporary residence weekend dispatched number officials guantanamo interview uighurs review records thought positive gesture friendship staunch american ally applauded united states instead reasons unattributed leaks unsubstantiated rumors twisted palau act decency grab dollars cunning world country breaking story palau amenable president obama request associated press reported anonymous state department officials linked palau acceptance uighurs million payoff immediately news media took bait math asserted palau getting nearly million dollars uighur day wall street journal pontificating shakedown story gets far hand let consider facts true united states palau economic relationship palau receiving american aid wrested japanese past years averaged million year aid come strings united states insisted palauan government ready promptly turn land bases security united states palau require countries agreed year option allows united states use palau military purposes agreement economic terms expire october new economic package remaining years works time mention million hinted linking deal palau acceptance uighurs united states simply offered pay relocation costs uighurs person cover transportation food housing medical help men oriented jobs palau small peaceful community constitution bans weapons kinds capital crimes virtually unknown social life revolves family children wander house house believe leaders palau risk safety serenity modern eden exchange money plausible close knit people countenance presence terrorists midst assure answer week palauans lowered flags half staff memory sgt jasper obakrairur palauan joined united states marines died june helping root taliban afghanistan fourth palauan serviceman die recent years following fallen comrades american uniform cpl jaygee meluat cpl meresebang ngiraked specialist philton ueld people palau proud country special relationship united states americans proud relationship stuart beck palau permanent representative united nations palau guantanamo detainees,0.9973,0.083,0.257,0.2972972972972973,11.0
