playerShort,,playerShort,player,club,leagueCountry,birthday,height,weight,position,games,victories,ties,defeats,goals,yellowCards,yellowReds,redCards,refCount,refCountryCount,meanIAT,seIAT,meanExp,seExp,color_rating,meanIAT_nIAT,meanExp_nExp,meanIAT_GameNbr,meanExp_GameNbr,meanIAT_cards,meanExp_cards
ferhan-hasani,595,ferhan-hasani,Ferhan Hasani,VfL Wolfsburg,Germany,18.06.1990,188.0,67.0,Joker,46,16,12,18,6,5,0,0,38,21,0.35256873801601507,0.0003813257686816795,0.5560706343133544,0.0021154954701824175,1,0.33719457731374064,0.4023788801856685,0.354036751456429,0.5662294726762945,0.0,0.0
fernando-gago,356,fernando-gago,Fernando Gago,Valencia CF,Spain,10.04.1986,178.0,74.0,Defensive Midfielder,328,200,53,75,3,74,2,0,125,34,0.3653053974148073,0.002048340078561025,0.5706049981251341,0.010834941091951988,2,0.33082734476283604,0.45966813518346433,0.3700925155849105,0.5915566823397334,0.0,0.0
fernando-navarro,891,fernando-navarro, Fernando Navarro,Sevilla FC,Spain,25.06.1982,176.0,69.0,Left Fullback,387,170,85,132,3,117,4,3,88,25,0.36169858837457647,0.0011167629834824581,0.5490583214105406,0.00521291144897957,1,0.33924167092025315,0.42219202081749874,0.36767703770496685,0.5771560103808354,0.0,0.0
fernando-torres,674,fernando-torres, Fernando Torres,Chelsea FC,England,20.03.1984,183.0,70.0,Center Forward,596,313,135,148,238,74,5,1,153,48,0.3530419287876582,0.00032572832533346287,0.5176202045423032,0.001698741826163641,2,0.32935179428130856,0.4260171701965107,0.34757335228076497,0.47204302633565104,0.0,0.0
filip-daems,6533,filip-daems,Filip Daems,Bor. Mönchengladbach,Germany,31.10.1978,181.0,79.0,Left Fullback,355,133,92,130,31,34,0,0,89,17,0.34916759520959334,0.00043524772213123143,0.33583746314240803,0.001962815303407503,1,0.33680338179579866,0.3577582417582417,0.34323237391607,0.31040178332785656,0.35470727687269105,0.18208092485549104
filip-malbasic,3788,filip-malbasic,Filip Malbašić,1899 Hoffenheim,Germany,18.11.1992,183.0,76.0,Left Winger,58,29,12,17,6,8,0,1,35,13,0.31059842405429955,0.0034102022197691822,0.4521206959195289,0.01666740026744514,2,0.33978070156993495,0.39596532702915677,0.30102394859705156,0.43490277691719487,0.0,0.0
florent-balmont,892,florent-balmont,Florent Balmont,Lille OSC,France,02.02.1980,170.0,64.0,Defensive Midfielder,410,176,127,107,14,86,0,4,70,22,0.34446515884959156,0.0012321345984331314,0.449997581324755,0.0057791734742483475,1,0.3342499415576537,0.37879023934253814,0.3366266242129265,0.36080621157303194,0.325185154120009,0.538461538461538
florent-malouda,465,florent-malouda,Florent Malouda,Chelsea FC,England,13.06.1980,181.0,73.0,Left Winger,604,338,137,129,105,64,3,0,154,36,0.3488085241742591,0.0037785352493030122,0.4588254768860901,0.01784620932356795,3,0.3313651495418994,0.3780566889224748,0.33930012802496684,0.3992629155300709,0.0,0.0
florian-hartherz,4273,florian-hartherz,Florian Hartherz,Werder Bremen,Germany,29.05.1993,187.0,82.0,Left Fullback,97,53,23,21,3,10,0,0,71,6,0.33757296869588915,8.001395438919831e-05,0.3560457061623435,0.0003745614701718568,2,0.3369989337900807,0.34044182721764593,0.33689145398002884,0.3522335334190882,0.0,0.0
florian-marange,894,florian-marange,Florian Marange,Girondins Bordeaux,France,03.03.1986,176.0,70.0,Left Fullback,146,57,43,46,2,15,1,0,57,16,0.3450810368921765,0.0010195776131708791,0.42768300622036226,0.004587323742707218,1,0.3320200612797538,0.36076051214943033,0.3386129339010489,0.3746276590701617,0.650370308240018,1.076923076923076
florian-raspentino,97,florian-raspentino,Florian Raspentino,Olympique Marseille,France,06.09.1989,179.0,76.0,Joker,87,27,19,41,17,7,0,0,39,7,0.33803313388899436,0.00015528565599725824,0.3756556376631331,0.0006328604682117532,2,0.33423291712725167,0.36214747074246967,0.33618527841609097,0.35383236895805065,0.0,0.0
foued-kadir,99,foued-kadir,Foued Kadir,Valenciennes FC,France,05.12.1983,179.0,68.0,Attacking Midfielder,178,58,60,60,24,13,0,0,54,15,0.31831916050376696,0.0009027550889097189,0.29648997963694357,0.00434415092890636,2,0.3368807315732151,0.3526241716585217,0.3284087150794576,0.3191708754357272,0.334683895844357,0.336100963135171
fousseni-diawara,100,fousseni-diawara,Fousseni Diawara,AC Ajaccio,France,28.08.1980,183.0,71.0,Joker,253,88,81,84,13,39,0,1,99,25,0.3154607543811338,0.0009003221416715319,0.24888860283142944,0.004426776846739148,5,0.33478381636658444,0.3449159465589592,0.32427516529746225,0.2924591073325004,0.0,0.0
fran-rico,3278,fran-rico, Fran Rico,Granada CF,Spain,03.08.1987,178.0,71.0,Joker,51,18,8,25,4,13,0,0,19,1,0.36989359418717194,0.00022948964086646405,0.5882973115445439,0.0010016473064931102,1,0.3698935941871722,0.5882973115445439,0.36989359418717194,0.5882973115445439,0.36989359418717205,0.5882973115445439
francis-coquelin,1473,francis-coquelin,Francis Coquelin,Arsenal FC,England,13.05.1991,178.0,73.0,Defensive Midfielder,108,50,23,35,2,9,2,1,72,24,0.3439737805699353,0.0001906263980166759,0.44324960402599906,0.0010445309248151664,3,0.3294511367414752,0.3633233696038349,0.3412734293230777,0.4337193753774536,0.0,0.0
franck-beria,897,franck-beria,Franck Béria,Lille OSC,France,23.05.1983,180.0,72.0,Right Fullback,292,129,92,71,3,52,3,0,72,23,0.3440092494029511,0.0012189202587628868,0.4368423541037709,0.005643171743549377,4,0.3343279169226638,0.3747829600091286,0.3374967343738669,0.3684285329337629,0.325185154120009,0.538461538461538
franck-ribery,466,franck-ribery,Franck Ribéry,Bayern München,Germany,07.04.1983,170.0,72.0,Left Midfielder,466,286,93,87,127,46,3,3,141,42,0.3489872232205427,0.009120598671321664,0.47245855660475206,0.03684703175247901,2,0.33724388031278557,0.39754319251296577,0.34371150616943846,0.40767525401720456,0.0,0.0
franck-signorino,101,franck-signorino,Franck Signorino,Stade Reims,France,19.09.1981,173.0,69.0,Left Fullback,255,72,75,108,3,35,1,0,86,10,0.34449586983947944,0.00019400203640978998,0.4196931566300728,0.0008422949764526527,1,0.3406483500960779,0.39494717020608844,0.33861725700880374,0.37309355554150797,0.0,0.0
franco-di-santo,2009,franco-di-santo,Franco Di Santo,Wigan Athletic,England,07.04.1989,194.0,78.0,Center Forward,177,52,52,73,21,20,0,1,55,14,0.3375229488916234,7.873914214539056e-05,0.41809008036270257,0.0004588707202154444,2,0.3280643072645808,0.3559126812812158,0.3310051317513469,0.3796657567022221,0.0,0.0
franco-vazquez,2564,franco-vazquez,Franco Vázquez,Rayo Vallecano,Spain,22.02.1989,187.0,81.0,Attacking Midfielder,71,29,18,24,10,8,0,0,55,3,0.380484506538012,0.00025341949431854834,0.5717763071916536,0.0012459175908659747,1,0.38057973819717883,0.5645199364779604,0.3797251374057205,0.5774343950201172,0.0,0.0
franco-zuculini,526,franco-zuculini,Franco Zuculini,Real Zaragoza,Spain,05.09.1990,174.0,69.0,Defensive Midfielder,136,52,29,55,5,25,2,1,68,10,0.3702827484535208,0.0005792594510804542,0.5765940097100413,0.0031797659376025366,2,0.3596263432497439,0.49897679129964617,0.3721327657375803,0.5924436638028469,0.0,0.0
francois-clerc,900,francois-clerc,François Clerc,AS Saint-Étienne,France,18.04.1983,186.0,77.0,Right Fullback,247,122,67,58,9,30,0,0,67,19,0.3446665634623525,0.0010140621709350756,0.449215808429723,0.00462922679528282,1,0.33486698179440155,0.38232652388899746,0.3381198051826713,0.37930881657030446,0.0,0.0
frank-lampard,676,frank-lampard,Frank Lampard,Chelsea FC,England,20.06.1978,183.0,77.0,Center Midfielder,914,523,197,194,265,86,2,2,143,37,0.3481574691557457,0.0003538344153842464,0.47516823200542097,0.0019631151912435606,1,0.3288634630014994,0.36762555560946286,0.33406345992007175,0.39841144227670344,0.0,0.0
frazier-campbell,2012,frazier-campbell,Frazier Campbell,Sunderland AFC,England,13.09.1987,172.0,82.0,Center Forward,194,74,47,73,45,21,1,0,64,11,0.3354828925740464,2.6692923603676783e-05,0.3988113794206369,0.00012180922091261498,4,0.3271393777356364,0.3581365850095887,0.3297349567131912,0.36952312753656086,0.326689683726724,0.356445562281524
frederic-piquionne,902,frederic-piquionne,Frédéric Piquionne,West Ham United,England,08.12.1978,188.0,77.0,Center Forward,389,132,118,139,82,32,3,4,98,15,0.3330787017110666,0.0009378687555654123,0.3921480868378781,0.004646019199009659,3,0.32739364738755317,0.4533843712759414,0.33261700960983315,0.3590631215180896,0.325185154120009,0.538461538461538
frederic-sammaritano,104,frederic-sammaritano,Frédéric Sammaritano,AC Ajaccio,France,23.03.1986,162.0,61.0,Joker,190,50,66,74,24,16,0,1,55,4,0.3339364081110577,0.00016052804929274613,0.3424070477190804,0.0006351797195714864,2,0.33323897118147083,0.34461768681212573,0.3344675178162967,0.33792640867261864,0.0,0.0
gabi,2568,gabi, Gabi,Atlético Madrid,Spain,10.07.1983,180.0,74.0,Defensive Midfielder,383,186,85,112,25,112,7,0,79,18,0.362222735296058,0.00023587497430899303,0.5389524966223292,0.0010381584059334572,1,0.33685207492511915,0.4063182836800953,0.36777290654603256,0.576359508832505,1.109680782561516,1.7648919346336318
gabriel-agbonlahor,5135,gabriel-agbonlahor,Gabriel Agbonlahor,Aston Villa,England,13.10.1986,178.0,76.0,Right Winger,342,131,97,114,81,39,0,0,61,16,0.3412481835592821,0.0003446856276594864,0.43044730326319736,0.0016017939370582793,3,0.3276043586103592,0.3610210561123944,0.3297008490198626,0.3693928719731873,0.0,0.0
gabriel-obertan,903,gabriel-obertan,Gabriel Obertan,Newcastle United,England,26.02.1989,186.0,79.0,Right Winger,168,85,38,45,7,4,0,0,68,20,0.345017632495479,0.0009179773369793634,0.4245382705138468,0.0040613195883929315,2,0.3290296685937249,0.3639527752372267,0.33654315309218835,0.3844647715619879,0.325185154120009,0.538461538461538
gabriel-tamas,1691,gabriel-tamas,Gabriel Tamaş,West Bromwich Albion,England,09.11.1983,188.0,79.0,Center Back,278,108,66,104,9,59,4,3,169,30,0.35284868736439634,0.00019597920450556603,0.5269768415002327,0.000939428288665585,1,0.3293283295076631,0.37094877256666875,0.3500078433759988,0.5092905698608926,0.0,0.0
gabriel-torje,500,gabriel-torje,Gabriel Torje,Granada CF,Spain,22.11.1989,167.0,64.0,Right Midfielder,265,115,68,82,43,44,0,0,116,35,0.3717215804524491,0.000829691063619204,0.6450966818596041,0.0042477472417963074,2,0.34438103018592564,0.4575869702802848,0.3760169236128783,0.7046998510425829,0.38508214844891997,0.8594306049822059
gael-bigirimana,6740,gael-bigirimana,Gael Bigirimana,Newcastle United,England,22.10.1993,173.0,76.0,Joker,54,12,15,27,1,7,0,1,45,11,0.3352424523681382,0.0001956880864177067,0.39649595323180314,0.0008593481487582438,4,0.3271919185579326,0.3593510239737912,0.3338169909279025,0.38982088807342336,0.0,0.0
gael-clichy,467,gael-clichy,Gaël Clichy,Manchester City,England,26.07.1985,176.0,72.0,Left Fullback,389,237,86,66,2,49,1,0,85,27,0.3438983410380154,0.003207943303067058,0.46947335819668295,0.015836058879331573,3,0.32841651398621285,0.3679989037691668,0.33266764003667476,0.39671862846670886,0.0,0.0
gael-danic,905,gael-danic,Gaël Danic,Valenciennes FC,France,19.11.1981,176.0,65.0,Left Midfielder,267,87,78,102,33,20,1,1,56,10,0.3350176985297543,0.0010441227343310877,0.36011517388055864,0.004503282660076056,1,0.33372274322995776,0.3472426599397378,0.33468275527107433,0.3426534610842138,0.325185154120009,0.538461538461538
gaetan-bong,106,gaetan-bong,Gaëtan Bong,Valenciennes FC,France,25.04.1988,183.0,74.0,Left Fullback,188,73,50,65,3,28,0,0,68,13,0.3294235828928916,0.00040117911518146033,0.3681553778228969,0.002056861325108528,4,0.3334666568205348,0.3625747841702437,0.33260479484440947,0.34896956072147256,0.0,0.0
gaetan-charbonnier,107,gaetan-charbonnier,Gaëtan Charbonnier,Montpellier HSC,France,27.12.1988,188.0,80.0,Joker,151,54,43,54,34,18,1,1,46,5,0.3365699363174542,0.00016329027714892243,0.34211034861967293,0.0006567074769625644,1,0.32774065528413027,0.45221593785563746,0.3352584512202674,0.3379316368589266,0.669367791688714,0.672201926270342
galan_5,2574,galan_5, Galán,Espanyol Barcelona,Spain,17.06.1986,182.0,75.0,Right Fullback,94,25,23,46,2,30,3,1,42,1,0.3698935941871718,0.000229489640866464,0.5882973115445439,0.0010016473064931102,2,0.36989359418717194,0.5882973115445439,0.36989359418717194,0.5882973115445439,0.36989359418717205,0.5882973115445439
galvez_2,2575,galvez_2, Gálvez,Rayo Vallecano,Spain,06.06.1989,188.0,79.0,Center Back,73,31,9,33,4,35,2,0,20,1,0.36989359418717194,0.00022948964086646405,0.5882973115445439,0.0010016473064931102,2,0.3698935941871722,0.5882973115445439,0.36989359418717194,0.5882973115445439,0.36989359418717205,0.5882973115445439
gareth-bale,907,gareth-bale,Gareth Bale,Tottenham Hotspur,England,16.07.1989,183.0,74.0,Left Winger,336,162,78,96,93,32,0,1,129,32,0.35020702425173456,0.00117085020723831,0.5058267572786946,0.006034771162186225,2,0.32856907198517427,0.36657078577331464,0.3390641027951399,0.43557832187820444,0.0,0.0
gareth-barry,908,gareth-barry,Gareth Barry,Manchester City,England,23.02.1981,184.0,78.0,Center Midfielder,679,314,170,195,65,105,2,2,111,29,0.33959119901139306,0.0014965744802685238,0.4243551081344848,0.008278416654249537,1,0.32770377495725,0.3627154019612983,0.3299595586516448,0.3714775962904202,0.0,0.0
garra-dembele,602,garra-dembele,Garra Dembélé,SC Freiburg,Germany,21.02.1986,187.0,79.0,Center Forward,99,39,21,39,45,24,2,0,67,24,0.36973344953066134,0.001405858345751784,0.6471812164118464,0.006527529259390635,5,0.3505331031827962,0.42241218571162203,0.3824809831438027,0.7711844677244735,0.435499426250395,1.3468013468013502
garrido_2,2020,garrido_2, Garrido,Norwich City,England,15.03.1985,178.0,75.0,Left Fullback,218,84,47,87,4,32,0,0,76,10,0.35786018725931806,4.1826645430369946e-05,0.5002562225003556,0.0002021101021475234,3,0.3298872637915185,0.3705598697012765,0.3518285512193917,0.47781952930383514,0.0,0.0
garry-bocaly,909,garry-bocaly,Garry Bocaly,Montpellier HSC,France,19.04.1988,180.0,74.0,Right Fullback,137,61,35,41,7,29,0,3,47,12,0.3428196834763163,0.001031907125935466,0.396648360109896,0.004527383431295786,3,0.33481767115238337,0.3647595370965965,0.33747500546991965,0.35687269786372644,0.325185154120009,0.538461538461538
gary-cahill,1559,gary-cahill,Gary Cahill,Chelsea FC,England,19.12.1985,188.0,71.0,Center Back,360,153,76,131,31,43,0,4,89,27,0.3387883749013593,4.899587254457982e-05,0.4278455506361323,0.00023964725417345884,2,0.3274050859725648,0.35987516669341124,0.3310752038781281,0.3825622635185873,0.0,0.0
gary-caldwell,910,gary-caldwell,Gary Caldwell,Wigan Athletic,England,12.04.1982,180.0,74.0,Center Back,437,174,101,162,17,69,2,7,146,31,0.34129790045546937,0.0008630897366460379,0.44085126933564917,0.004257948688251747,1,0.32775188938732513,0.36323292819268255,0.3324156316335311,0.3914954560434637,0.325185154120009,0.538461538461538
gary-medel,552,gary-medel,Gary Medel,Sevilla FC,Spain,03.08.1987,171.0,76.0,Defensive Midfielder,300,121,74,105,28,77,6,10,117,29,0.35697574835017315,0.0005195776542778086,0.5617051115463145,0.0032102425665635863,2,0.3283100927376719,0.4430553547088882,0.3599518202977537,0.5842300939394693,0.0,0.0
gary-oneil,2023,gary-oneil,Gary O'Neil,West Ham United,England,18.05.1983,178.0,70.0,Joker,369,133,93,143,29,59,0,0,91,1,0.32668968372672347,9.638668990978088e-06,0.3564455622815245,3.688022473407078e-05,2,0.3266896837267244,0.3564455622815243,0.3266896837267241,0.35644556228152385,0.653379367453448,0.712891124563048
gavilan,2582,gavilan, Gavilán,Getafe CF,Spain,12.05.1985,178.0,71.0,Left Midfielder,225,88,54,83,15,28,2,0,53,16,0.3634828427508461,0.000276959562380101,0.5667594361629971,0.0013013978311931526,1,0.34508918928166815,0.46045045418723274,0.3683835060710599,0.5832239453435576,0.36989359418717205,0.5882973115445439
gennaro-bracigliano,4577,gennaro-bracigliano,Gennaro Bracigliano,Olympique Marseille,France,01.03.1980,183.0,82.0,Goalkeeper,159,52,49,58,0,9,0,1,45,10,0.34332320392356197,0.0001899859578157964,0.3900764112207682,0.00082558694458525,2,0.33726389362055137,0.3631778156622925,0.3371289830365848,0.35137703334807585,0.0,0.0
geoffrey-dernis,108,geoffrey-dernis,Geoffrey Dernis,Stade Brest,France,24.12.1980,171.0,66.0,Left Midfielder,277,116,66,95,29,46,0,1,81,20,0.3424329521333702,0.0002043260745748305,0.41470024782609155,0.0008973310876222036,2,0.3359058016138504,0.37542245904100635,0.3370167863640088,0.3606554292338667,0.334683895844357,0.336100963135171
geoffrey-jourdren,4579,geoffrey-jourdren,Geoffrey Jourdren,Montpellier HSC,France,04.02.1986,181.0,73.0,Goalkeeper,190,79,53,58,0,10,0,1,41,12,0.34394480246662706,0.00027266250744140103,0.4385197745991106,0.0016403259743039689,1,0.32783376242602214,0.4555560454528821,0.3366823020102153,0.3582018645563369,0.334683895844357,0.336100963135171
geoffrey-kondogbia,2584,geoffrey-kondogbia,Geoffrey Kondogbia,Sevilla FC,Spain,15.02.1993,188.0,76.0,Defensive Midfielder,121,57,27,37,6,21,0,1,65,16,0.3507858078901442,0.00033182741395884624,0.47759693353107563,0.0018648986280081028,4,0.34057336002783756,0.4088542144153724,0.35021452273047876,0.46154512975881995,0.36989359418717205,0.5882973115445439
georg-niedermeier,912,georg-niedermeier,Georg Niedermeier,VfB Stuttgart,Germany,26.02.1986,188.0,74.0,Right Fullback,226,90,66,70,9,47,3,1,85,16,0.3439167731830728,0.0007988948330228995,0.4002118375571255,0.0037195728997006326,1,0.3366478517304329,0.3537871332800295,0.33936945421763187,0.3601298142513193,0.0,0.0
george-mccartney,17,george-mccartney,George McCartney,West Ham United,England,29.04.1981,180.0,74.0,Left Fullback,410,157,96,157,2,64,1,1,112,22,0.3372097494869636,0.0008763549592261555,0.42074095985964316,0.004479044915012244,1,0.32699242548456076,0.3577245291060016,0.3297344660720117,0.3750675249921054,0.0,0.0
gerald-asamoah,1300,gerald-asamoah,Gerald Asamoah,SpVgg Greuther Fürth,Germany,03.10.1978,180.0,85.0,Right Winger,537,259,125,153,91,76,2,2,164,31,0.34644286467345997,0.00020483122737454112,0.4356602885283822,0.0010641605262401432,5,0.33492567410960905,0.3646028913175843,0.340972989937591,0.37683556494763215,0.334683895844357,0.336100963135171
german-lux,2585,german-lux,Germán Lux,Deportivo La Coruña,Spain,07.06.1982,186.0,78.0,Goalkeeper,162,66,46,50,0,13,0,0,81,17,0.3691390387641329,0.00039363819739808006,0.5949579181163152,0.002153888071181482,2,0.32964763675351744,0.4669043636252052,0.37073619578460154,0.6049613423114971,0.0,0.0
geromel,3290,geromel, Geromel,RCD Mallorca,Spain,21.09.1985,190.0,84.0,Center Back,201,61,46,94,7,41,2,1,70,9,0.3636838527315303,0.00030189662356386597,0.5526976863105069,0.001566391901107183,1,0.346962743316575,0.41726723783386954,0.3532208239317129,0.46569170360873735,0.36989359418717205,0.5882973115445439
gerrit-wegkamp,9145,gerrit-wegkamp,Gerrit Wegkamp,Fortuna Düsseldorf,Germany,13.04.1993,193.0,82.0,Center Forward,98,39,24,35,30,0,0,0,62,1,0.33662816264272133,5.454025113076391e-05,0.33596689240030064,0.00022506163657901704,1,0.33662816264272155,0.33596689240030103,0.3366281626427212,0.33596689240030075,0.0,0.0
gervinho,229,gervinho, Gervinho,Arsenal FC,England,27.05.1987,179.0,68.0,Right Winger,341,157,83,101,88,32,0,2,138,41,0.34792439130445446,0.0024472890144142246,0.43394180624559237,0.015079766115144751,4,0.329774910800467,0.4347570718222984,0.3465325245527449,0.4218921148236663,0.0,0.0
gianni-bruno,3651,gianni-bruno,Gianni Bruno,Lille OSC,France,19.08.1991,180.0,74.0,Center Forward,63,17,20,26,12,11,0,1,29,9,0.3442504878790704,0.0009973826895450849,0.4147925064778071,0.004895843495280755,2,0.33671475876956775,0.35134976525821593,0.3390875651936695,0.37232405451511463,0.0,0.0
gibril-sankoh,10995,gibril-sankoh,Gibril Sankoh,FC Augsburg,Germany,15.05.1983,186.0,80.0,Center Back,245,102,58,85,1,40,2,2,66,9,0.3501966044942805,0.00227437958781239,0.42665487540823654,0.008434027219721911,5,0.34674674073002737,0.3981535356239927,0.3493934639413114,0.4217462380288174,0.0,0.0
gilles-sunu,1475,gilles-sunu,Gilles Sunu,FC Lorient,France,30.03.1991,181.0,75.0,Joker,91,36,23,32,9,1,0,0,48,15,0.3445609847960551,0.00020700652764462206,0.4428922803631164,0.0011326962136552095,5,0.32919737307271746,0.3622916536890531,0.3402821726676117,0.39768010111159363,0.0,0.0
giorgios-karagounis,914,giorgios-karagounis,Giorgios Karagounis,Fulham FC,England,06.03.1977,176.0,83.0,Attacking Midfielder,441,223,103,115,37,66,1,1,195,39,0.35242367909974204,0.0014283918285438637,0.5125193678274538,0.007662274297178792,1,0.3293516705021547,0.4238081662686399,0.3489188609635494,0.4880351810750027,0.325185154120009,0.538461538461538
giovani-dos-santos,381,giovani-dos-santos,Giovani Dos Santos,RCD Mallorca,Spain,11.05.1989,175.0,74.0,Right Winger,251,109,57,85,53,20,0,0,116,36,0.34387120148457145,0.0007695053113156241,0.4276469148605809,0.0037066785456470273,4,0.32777785460966946,0.4509403904176363,0.34516103919641544,0.4400350447354862,0.35470727687269105,0.18208092485549104
giovanni-sio,553,giovanni-sio,Giovanni Sio,FC Augsburg,Germany,31.03.1989,181.0,77.0,Left Midfielder,125,53,36,36,35,30,1,2,67,16,0.34093595680772004,0.0003838909928686012,0.37745077193727744,0.00202575209637351,4,0.33995879447905275,0.37769327110569295,0.3427817977680634,0.3773730937802611,0.6906103746571779,0.7543859649122799
glen-johnson,915,glen-johnson,Glen Johnson,Liverpool FC,England,23.08.1984,178.0,70.0,Right Fullback,416,219,93,104,17,59,2,0,100,31,0.3445796305187885,0.0012511605515212994,0.44777240359535425,0.006872773405895425,4,0.3278994187309332,0.4120835406233604,0.3328852911830309,0.38957428927485604,0.0,0.0
glenn-loovens,1892,glenn-loovens,Glenn Loovens,Real Zaragoza,Spain,22.09.1983,190.0,83.0,Center Back,287,136,62,89,11,51,3,1,140,19,0.3383088484813947,3.0204163240317003e-05,0.4218750056745761,0.00013200045471458305,1,0.3278620012697462,0.36214860315046404,0.3360219427921418,0.4058132306446053,0.0,0.0
glenn-whelan,2027,glenn-whelan,Glenn Whelan,Stoke City,England,13.01.1984,178.0,76.0,Center Midfielder,412,156,107,149,23,65,1,1,118,30,0.3431064589156731,4.588255140172421e-05,0.46014249565579113,0.00020972934713132629,1,0.3276839238396355,0.36340078256480046,0.33243910365190577,0.39078570012350317,0.326689683726724,0.356445562281524
gomes,916,gomes, Gomes,Tottenham Hotspur,England,15.02.1981,191.0,82.0,Goalkeeper,332,188,68,76,0,12,0,1,106,34,0.34595776653333427,0.0012607844702379426,0.468843467417768,0.006453314501414802,2,0.329351362802309,0.4275059850791127,0.34321012394342737,0.4332947925979522,0.0,0.0
goni_3,2593,goni_3, Goni,Real Zaragoza,Spain,12.10.1988,186.0,82.0,Center Back,45,13,9,23,0,14,1,0,31,1,0.3698935941871719,0.00022948964086646405,0.5882973115445439,0.0010016473064931102,2,0.3698935941871721,0.5882973115445439,0.3698935941871719,0.5882973115445439,0.0,0.0
gonzalo-castro,917,gonzalo-castro,Gonzalo Castro,Bayer Leverkusen,Germany,11.06.1987,171.0,74.0,Right Midfielder,371,177,78,116,34,76,3,1,92,25,0.3509440174888137,0.0009451250881344921,0.4705861219289154,0.004244321811891226,1,0.33623393846118377,0.3833367232404497,0.3415047289775195,0.3838887300874963,0.325185154120009,0.538461538461538
gonzalo-higuain,918,gonzalo-higuain,Gonzalo Higuaí­n,Real Madrid,Spain,10.12.1987,184.0,82.0,Center Forward,377,245,66,66,177,39,1,1,112,37,0.36756591939125627,0.0015905894461692909,0.5859212682778608,0.009249603881242468,1,0.3306693136996078,0.4606769443052734,0.36883480251922346,0.5739071125402997,0.0,0.0
gonzalo-jara,554,gonzalo-jara,Gonzalo Jara,West Bromwich Albion,England,29.08.1985,178.0,71.0,Center Back,253,102,64,87,6,45,1,6,116,27,0.3415450327483243,0.0004801690909963534,0.4707365758167673,0.0029487427531047178,2,0.32763650369609315,0.4032689275424531,0.3394485272958023,0.4807758290538546,0.0,0.0
goran-popov,2277,goran-popov,Goran Popov,West Bromwich Albion,England,02.10.1984,189.0,89.0,Left Fullback,201,84,43,74,6,40,2,1,129,40,0.3564701070102283,0.001407756252933171,0.6023813346358512,0.005601098345349824,2,0.33217964713291953,0.3842869326002542,0.3594023673276994,0.6250012205810593,0.0,0.0
gotoku-sakai,638,gotoku-sakai,Gōtoku Sakai,VfB Stuttgart,Germany,14.03.1991,176.0,74.0,Right Fullback,172,70,46,56,2,13,0,1,66,20,0.3453485910397087,0.00033604106826340456,0.3636621335758996,0.0014580374176319695,1,0.3288721398117211,0.44099949749354445,0.3414826748114735,0.3113169351814543,0.0,0.0
graham-dorrans,3652,graham-dorrans,Graham Dorrans,West Bromwich Albion,England,05.05.1987,175.0,63.0,Joker,192,73,42,77,25,26,1,0,68,16,0.33776938122162137,0.0007717517396355077,0.4311871686238124,0.004221742958137619,1,0.3270772231386914,0.40408375698081694,0.330613743256167,0.3829165478610843,0.0,0.0
granero_2,919,granero_2, Granero,Queens Park Rangers,England,02.07.1987,179.0,77.0,Center Midfielder,213,112,42,59,20,47,0,1,74,25,0.35467726534213073,0.0012975720180818967,0.5342147972285916,0.007371225437094451,1,0.33066815645402403,0.37813946280991706,0.3610997979345492,0.5507037273546258,0.0,0.0
granit-xhaka,679,granit-xhaka,Granit Xhaka,Bor. Mönchengladbach,Germany,27.09.1992,185.0,82.0,Center Midfielder,149,78,37,34,8,27,1,0,76,25,0.3488350508352037,0.0002748197982178909,0.46873632722982633,0.0013022730724023483,2,0.3353974100396744,0.3862290351377437,0.34677348475610476,0.4311583428060854,0.0,0.0
gregory-bourillon,920,gregory-bourillon,Gregory Bourillon,FC Lorient,France,01.07.1984,187.0,76.0,Center Back,285,105,83,97,5,36,2,2,59,15,0.34096998771804105,0.0009863391548823946,0.4043876001949699,0.004396318917213794,2,0.3334145444347587,0.3701249552283185,0.33597545427240183,0.3539625429114622,0.0,0.0
gregory-pujol,921,gregory-pujol,Grégory Pujol,Valenciennes FC,France,25.01.1980,183.0,70.0,Center Forward,310,94,97,119,76,15,0,1,59,9,0.33736575542152875,0.0008650005274559678,0.3857407362913998,0.0035730850982390316,2,0.3364604119798229,0.384470820521413,0.33543350285463785,0.35116201737295827,0.0,0.0
gregory-sertic,2600,gregory-sertic,Grégory Sertić,Girondins Bordeaux,France,05.08.1989,181.0,69.0,Left Midfielder,138,63,40,35,5,15,1,0,44,14,0.34664396212217485,0.00025852826716164643,0.4542887038810486,0.0011706144336515012,2,0.33409411133278333,0.3804661969436519,0.3387523930513628,0.37561152068030146,0.0,0.0
gregory-van-der-wiel,2601,gregory-van-der-wiel,Gregory van der Wiel,Paris Saint-Germain,France,03.02.1988,172.0,69.0,Center Back,276,175,54,47,14,33,3,0,96,31,0.35083483496407664,0.00031818511224528443,0.485897190422695,0.0015718765637620941,3,0.33700608279877386,0.4003396504886904,0.34844159065886776,0.4434032691677261,0.0,0.0
guaita,2602,guaita, Guaita,Valencia CF,Spain,18.02.1987,190.0,80.0,Goalkeeper,141,62,41,38,0,14,0,0,57,17,0.36289600305472397,0.0003238593389005201,0.5942775831985723,0.001543537278085336,2,0.3466945846591077,0.4825311434024071,0.3667583700381653,0.5890705295233857,0.0,0.0
